Домен;Темы сайта;Ключей в органике;Позиций в органике;Трафик;Ключей в контексте;Активных объявлений в контексте;Всего объявлений в контексте;Страницы;Процент в топ 1 по домену;Процент в топ 3 по домену;Процент в топ 5 по домену;Процент в топ 10 по домену;Рейтинг домена по трафику;Рейтинг домена по ключам;Видимость в поиске;Видимость 30 дней назад;Видимость 90 дней назад;Видимость 180 дней назад;Видимость 365 дней назад;Прогресс видимости за 30 дней;Прогресс видимости за 90 дней;Прогресс видимости за 180 дней;Прогресс видимости за 365 дней
"eaz66.ru";"асфальт делают тракт еаз чего купить 28";60;61;157;0;0;121;24;25;57;72;98;27285;88988;12.79;13.34;5.59;5.55;3.66;-0.55;7.2;7.24;9.13
