Домен;Темы сайта;Ключей в органике;Позиций в органике;Трафик;Ключей в контексте;Активных объявлений в контексте;Всего объявлений в контексте;Страницы;Процент в топ 1 по домену;Процент в топ 3 по домену;Процент в топ 5 по домену;Процент в топ 10 по домену;Рейтинг домена по трафику;Рейтинг домена по ключам;Видимость в поиске;Видимость 30 дней назад;Видимость 90 дней назад;Видимость 180 дней назад;Видимость 365 дней назад;Прогресс видимости за 30 дней;Прогресс видимости за 90 дней;Прогресс видимости за 180 дней;Прогресс видимости за 365 дней
"www.keramzit66.ru";"купить екатеринбурге цена щебень доставкой уголь 20";531;532;561;1;1;214;161;5;31;55;94;10392;15213;45.7;26.77;22.25;20.5;12.09;18.93;23.45;25.2;33.61
