Домен;Темы сайта;Ключей в органике;Позиций в органике;Трафик;Ключей в контексте;Активных объявлений в контексте;Всего объявлений в контексте;Страницы;Процент в топ 1 по домену;Процент в топ 3 по домену;Процент в топ 5 по домену;Процент в топ 10 по домену;Рейтинг домена по трафику;Рейтинг домена по ключам;Видимость в поиске;Видимость 30 дней назад;Видимость 90 дней назад;Видимость 180 дней назад;Видимость 365 дней назад;Прогресс видимости за 30 дней;Прогресс видимости за 90 дней;Прогресс видимости за 180 дней;Прогресс видимости за 365 дней
"ntk-ekb.ru";"екатеринбург купить щебень доставкой цена песок отсев";360;360;429;244;142;2013;101;3;23;46;95;12776;21135;34.95;16.28;16.2;22.38;18.68;18.67;18.75;12.57;16.27
