Домен;Темы сайта;Ключей в органике;Позиций в органике;Трафик;Ключей в контексте;Активных объявлений в контексте;Всего объявлений в контексте;Страницы;Процент в топ 1 по домену;Процент в топ 3 по домену;Процент в топ 5 по домену;Процент в топ 10 по домену;Рейтинг домена по трафику;Рейтинг домена по ключам;Видимость в поиске;Видимость 30 дней назад;Видимость 90 дней назад;Видимость 180 дней назад;Видимость 365 дней назад;Прогресс видимости за 30 дней;Прогресс видимости за 90 дней;Прогресс видимости за 180 дней;Прогресс видимости за 365 дней
"plitkaekb.ru";"плитка екатеринбурге купить тротуарная бехатон производителя недорого";482;484;414;559;306;1874;161;10;37;56;92;13157;16519;33.73;31.64;32.87;33.87;23.71;2.09;0.86;-0.14;10.02
