Домен;Темы сайта;Ключей в органике;Позиций в органике;Трафик;Ключей в контексте;Активных объявлений в контексте;Всего объявлений в контексте;Страницы;Процент в топ 1 по домену;Процент в топ 3 по домену;Процент в топ 5 по домену;Процент в топ 10 по домену;Рейтинг домена по трафику;Рейтинг домена по ключам;Видимость в поиске;Видимость 30 дней назад;Видимость 90 дней назад;Видимость 180 дней назад;Видимость 365 дней назад;Прогресс видимости за 30 дней;Прогресс видимости за 90 дней;Прогресс видимости за 180 дней;Прогресс видимости за 365 дней
"betongrupp-ekb.ru";"екатеринбурге купить тротуарная плитка цена бетон лэп";336;337;91;0;0;24;360;2;14;31;90;35999;21122;7.41;7.3;7.82;12.08;9.52;0.11;-0.41;-4.67;-2.11
